,city,latitude,longitude,q-score,safety,Coordinates,OBJECTID,SUBDISTRIC
9904,Boston,42.337348999999996,-71.069061,23.819464,0,POINT (-71.069061 42.337349),54924,Residential
4950,Boston,42.244213,-71.11700400000002,25.309727,1,POINT (-71.11700400000002 42.244213),54401,Residential
6474,Boston,42.3536,-71.156876,23.82699,0,POINT (-71.156876 42.3536),55328,Residential
1956,Boston,42.3354,-71.083694,28.310959000000004,1,POINT (-71.08369399999999 42.3354),54514,Residential
12998,Boston,42.309723,-71.097389,23.21838,0,POINT (-71.09738900000001 42.309723),54676,Open Space
8836,Boston,42.257538000000004,-71.127701,23.307884,0,POINT (-71.127701 42.257538),54363,Residential
1727,Boston,42.272163,-71.17104300000003,26.961646999999996,1,POINT (-71.17104300000003 42.272163),54449,Residential
15099,Boston,42.356525,-71.139046,10.445808999999999,0,POINT (-71.13904599999999 42.356525),55323,Industrial
4620,Boston,42.257862,-71.12150600000002,31.238616999999998,1,POINT (-71.12150600000002 42.257862),54344,Residential
9870,Boston,42.352947,-71.13736,18.60828,0,POINT (-71.13736 42.352947),55381,Residential
19896,Boston,42.271515,-71.079849,23.537039,0,POINT (-71.079849 42.271515),54653,Comm/Instit
6836,Boston,42.319472999999995,-71.066994,20.206038,0,POINT (-71.06699399999999 42.319473),55570,Residential
3047,Boston,42.251686,-71.11981999999998,27.437254,1,POINT (-71.11981999999998 42.251686),54430,Residential
6914,Boston,42.3484,-71.10620899999998,22.342573,0,POINT (-71.10620899999998 42.3484),55188,Residential
4273,Boston,42.259163,-71.120384,25.308556,1,POINT (-71.120384 42.259163),54331,Residential
16955,Boston,42.334423,-71.070374,26.077997,1,POINT (-71.070374 42.334423),54885,Mixed Use
10418,Boston,42.279635999999996,-71.106308,27.658860999999998,1,POINT (-71.106308 42.279636),54635,Open Space
16938,Boston,42.305962,-71.129387,28.22837800000001,1,POINT (-71.12938699999999 42.305962),54243,Miscellaneous
9399,Boston,42.31395,-71.063057,18.106354,0,POINT (-71.063057 42.31395),55604,Residential
5271,Boston,42.357822,-71.130043,23.931910000000002,0,POINT (-71.130043 42.357822),55346,Residential
13513,Boston,42.388374,-71.071495,18.854712,0,POINT (-71.071495 42.388374),54847,Open Space
9233,Boston,42.286789,-71.10593399999998,23.129469,0,POINT (-71.10593399999998 42.286789),54292,Residential
7669,Boston,42.325325,-71.08163499999998,24.559982,0,POINT (-71.08163499999998 42.325325),55544,Residential
19540,Boston,42.267936999999996,-71.17160799999998,20.049242,0,POINT (-71.17160799999998 42.267937),54483,Business
7397,Boston,42.388374,-71.007324,24.841497,0,POINT (-71.007324 42.388374),55463,Residential
12327,Boston,42.266964,-71.145149,21.991857999999997,0,POINT (-71.145149 42.266964),54440,Open Space
3075,Boston,42.358799,-71.14449300000003,28.034494,1,POINT (-71.14449300000003 42.358799),55339,Residential
15091,Boston,42.36985,-71.064178,22.824293,0,POINT (-71.064178 42.36985),54818,Industrial
12752,Boston,42.358475,-71.15969100000002,23.096577,0,POINT (-71.15969100000002 42.358475),55391,Open Space
7783,Boston,42.269238,-71.167854,21.063705,0,POINT (-71.16785400000001 42.269238),54449,Residential
13304,Boston,42.328899,-71.04729499999998,16.974242999999998,0,POINT (-71.04729499999998 42.328899),54437,Open Space
15139,Boston,42.346451,-71.029282,19.365604,0,POINT (-71.02928199999999 42.346451),55417,Industrial
3656,Boston,42.336357,-71.025688,31.388527000000003,1,POINT (-71.025688 42.336357),54595,Residential
1360,Boston,42.27964,-71.07028199999998,30.120009999999997,1,POINT (-71.07028199999998 42.27964),55631,Residential
3079,Boston,42.306946,-71.117188,29.064596,1,POINT (-71.117188 42.306946),54235,Residential
3312,Boston,42.341576,-71.099648,33.583702,1,POINT (-71.099648 42.341576),55181,Residential
5086,Boston,42.291847,-71.06568100000001,24.335537,0,POINT (-71.06568100000001 42.291847),55663,Residential
6980,Boston,42.286137,-71.17235600000002,22.785255,0,POINT (-71.17235600000002 42.286137),54446,Residential
16484,Boston,42.362049,-71.124222,26.27388,1,POINT (-71.124222 42.362049),55342,Mixed Use
1893,Boston,42.3172,-71.093452,27.366077,1,POINT (-71.093452 42.3172),54749,Residential
8700,Boston,42.298019000000004,-71.085388,24.655151,0,POINT (-71.08538799999999 42.298019),54675,Residential
10700,Boston,42.289715,-71.17291999999998,28.695010999999997,1,POINT (-71.17291999999998 42.289715),54496,Open Space
3564,Boston,42.32695,-71.091576,30.780572999999997,1,POINT (-71.091576 42.32695),54740,Residential
941,Boston,42.299324,-71.08163499999998,29.6015,1,POINT (-71.08163499999998 42.299324),54675,Residential
19058,Boston,42.348076,-71.086136,17.906176000000006,0,POINT (-71.086136 42.348076),55199,Business
15067,Boston,42.314598,-71.102837,19.630844,0,POINT (-71.10283699999999 42.314598),55787,Industrial
3439,Boston,42.312889,-71.11545600000002,29.982965000000004,1,POINT (-71.11545600000002 42.312889),55826,Residential
6745,Boston,42.255913,-71.139145,22.411844,0,POINT (-71.139145 42.255913),54368,Residential
18242,Boston,42.343849,-71.044289,17.599062,0,POINT (-71.04428900000001 42.343849),54197,Mixed Use
1687,Boston,42.3549,-71.165878,28.987406,1,POINT (-71.16587800000001 42.3549),55375,Residential
2685,Boston,42.286312,-71.065872,28.754684,1,POINT (-71.065872 42.286312),55626,Residential
11535,Boston,42.33116500000001,-71.03020500000002,25.672779000000002,1,POINT (-71.03020500000002 42.33116500000001),54437,Open Space
4494,Boston,42.329547999999996,-71.093452,27.990453999999996,1,POINT (-71.093452 42.329548),54740,Residential
9119,Boston,42.232513,-71.130142,20.381195,0,POINT (-71.13014200000001 42.232513),54380,Residential
10596,Boston,42.292961,-71.09674100000002,27.70244000000001,1,POINT (-71.09674100000002 42.292961),54672,Open Space
7316,Boston,42.340599,-71.051048,14.374217999999999,0,POINT (-71.05104799999999 42.340599),54597,Residential
16741,Boston,42.35685,-71.128731,32.165493,1,POINT (-71.128731 42.35685),55395,Mixed Use
993,Boston,42.28484,-71.13633,26.425466999999998,1,POINT (-71.13633 42.28484),54250,Residential
11332,Boston,42.322399,-71.11934699999998,31.668561999999998,1,POINT (-71.11934699999998 42.322399),55766,Open Space
2799,Boston,42.357822,-71.13041700000002,29.467872999999997,1,POINT (-71.13041700000002 42.357822),55346,Residential
2849,Boston,42.268589,-71.117195,26.50622700000001,1,POINT (-71.117195 42.268589),54331,Residential
10184,Boston,42.324348,-71.078064,27.574715,1,POINT (-71.078064 42.324348),54562,Open Space
6054,Boston,42.242912,-71.13951899999998,22.291237,0,POINT (-71.13951899999998 42.242912),54396,Residential
11945,Boston,42.269562,-71.145149,18.435229999999997,0,POINT (-71.145149 42.269562),54355,Open Space
11665,Boston,42.334747,-71.091202,27.686928,1,POINT (-71.091202 42.334747),54527,Open Space
7731,Boston,42.296631,-71.087311,20.667616,0,POINT (-71.087311 42.296631),54675,Residential
3448,Boston,42.29055,-71.060806,27.161356,1,POINT (-71.060806 42.29055),55677,Residential
1596,Boston,42.35165,-71.087074,25.011177,1,POINT (-71.087074 42.35165),55192,Residential
4738,Boston,42.360424,-71.140549,26.868937,1,POINT (-71.14054899999999 42.360424),55339,Residential
6074,Boston,42.3484,-71.067932,19.810585,0,POINT (-71.067932 42.3484),54994,Residential
14105,Boston,42.3783,-71.073189,16.067476,0,POINT (-71.073189 42.3783),54825,Industrial
4542,Boston,42.304012,-71.127136,30.370765999999996,1,POINT (-71.12713599999999 42.304012),54244,Residential
2017,Boston,42.312649,-71.056679,27.063121999999996,1,POINT (-71.056679 42.312649),54691,Residential
4171,Boston,42.354248,-71.130981,27.715165999999996,1,POINT (-71.13098100000001 42.354248),55286,Residential
3355,Boston,42.266312,-71.10762,27.379078000000003,1,POINT (-71.10762 42.266312),54331,Residential
17596,Boston,42.357174,-71.118782,19.702778,0,POINT (-71.118782 42.357174),55395,Mixed Use
4434,Boston,42.278664,-71.072723,27.76380300000001,1,POINT (-71.072723 42.278664),55568,Residential
13673,Boston,42.344173,-71.029839,30.751413,1,POINT (-71.029839 42.344173),55417,Industrial
10030,Boston,42.297191999999995,-71.100677,28.560438,1,POINT (-71.100677 42.297192),55841,Open Space
11030,Boston,42.292961,-71.099739,26.753164,1,POINT (-71.099739 42.292961),54672,Open Space
18068,Boston,42.317699,-71.125435,22.525566,0,POINT (-71.125435 42.317699),55832,Miscellaneous
1899,Boston,42.268913,-71.101997,29.823202000000002,1,POINT (-71.101997 42.268913),54665,Residential
3464,Boston,42.281124,-71.052734,27.811306,1,POINT (-71.052734 42.281124),55703,Residential
504,Boston,42.34189600000001,-71.160255,26.869638000000002,1,POINT (-71.16025500000001 42.34189600000001),55370,Residential
17387,Boston,42.35685,-71.12647199999998,29.43302700000001,1,POINT (-71.12647199999998 42.35685),55395,Mixed Use
14091,Boston,42.339622,-71.04447900000002,11.992039,0,POINT (-71.04447900000002 42.339622),54195,Industrial
7388,Boston,42.310047,-71.05216999999998,21.662658999999998,0,POINT (-71.05216999999998 42.310047),55744,Residential
13134,Boston,42.308098,-71.090446,23.508526,0,POINT (-71.090446 42.308098),54676,Open Space
16533,Boston,42.362373,-71.05948599999998,26.78492,1,POINT (-71.05948599999998 42.362373),55098,Mixed Use
16080,Boston,42.344498,-71.048798,14.420581,0,POINT (-71.04879800000001 42.344498),54201,Industrial
18499,Boston,42.353275,-71.063614,16.988035,0,POINT (-71.063614 42.353275),55009,Mixed Use
9475,Boston,42.352299,-71.127602,24.01442,0,POINT (-71.127602 42.352299),55286,Residential
2574,Boston,42.277363,-71.095238,31.172174,1,POINT (-71.09523799999999 42.277363),54645,Residential
9370,Boston,42.377646999999996,-71.037537,19.402781,0,POINT (-71.037537 42.377647),55478,Residential
19054,Boston,42.278988,-71.172737,18.880201,0,POINT (-71.172737 42.278988),54723,Business
10684,Boston,42.252338,-71.12207,29.065001000000002,1,POINT (-71.12206999999999 42.252338),54417,Open Space
9682,Boston,42.270214,-71.11663100000001,20.415385999999998,0,POINT (-71.11663100000001 42.270214),54331,Residential
9832,Boston,42.319798,-71.087074,22.33604200000001,0,POINT (-71.087074 42.319798),55551,Residential
1255,Boston,42.321422999999996,-71.095139,26.179199,1,POINT (-71.095139 42.321423),54740,Residential
2995,Boston,42.289574,-71.067368,25.753521,1,POINT (-71.067368 42.289574),55646,Residential
7608,Boston,42.337348999999996,-71.028152,23.110546,0,POINT (-71.02815200000001 42.337349),54595,Residential
14966,Boston,42.343849,-71.037163,20.963995,0,POINT (-71.03716300000001 42.343849),55417,Industrial
13015,Boston,42.305176,-71.08538100000001,21.630627,0,POINT (-71.08538100000001 42.305176),54676,Open Space
18619,Boston,42.361073,-71.070747,24.942404,1,POINT (-71.070747 42.361073),55196,Business
52,Boston,42.255589,-71.113068,29.130863,1,POINT (-71.113068 42.255589),54429,Residential
12538,Boston,42.323048,-71.089325,21.188368,0,POINT (-71.089325 42.323048),55552,Open Space
13973,Boston,42.364323,-71.032097,28.344294,1,POINT (-71.03209699999999 42.364323),55493,Industrial
1880,Boston,42.278339,-71.14233399999998,30.593964,1,POINT (-71.14233399999998 42.278339),54445,Residential
10109,Boston,42.260139,-71.153595,27.49210900000001,1,POINT (-71.153595 42.260139),54478,Open Space
10442,Boston,42.25721400000001,-71.141769,25.622087,1,POINT (-71.141769 42.25721400000001),54355,Open Space
8111,Boston,42.352947,-71.155373,23.81691,0,POINT (-71.155373 42.352947),55328,Residential
17459,Boston,42.367901,-71.047668,12.050303999999999,0,POINT (-71.047668 42.367901),54835,Mixed Use
18662,Boston,42.34515,-71.04053499999998,25.473948,1,POINT (-71.04053499999998 42.34515),54200,Business
13953,Boston,42.30872,-71.10623199999998,32.50267,1,POINT (-71.10623199999998 42.30872),55787,Industrial
2638,Boston,42.280613,-71.08886,27.034863,1,POINT (-71.08886 42.280613),54674,Residential
10370,Boston,42.300625,-71.087631,25.247954999999997,1,POINT (-71.087631 42.300625),54676,Open Space
17538,Boston,42.334099,-71.06568100000001,19.250317000000006,0,POINT (-71.06568100000001 42.334099),55512,Mixed Use
8802,Boston,42.278988,-71.099182,20.802212,0,POINT (-71.099182 42.278988),54638,Residential
16004,Boston,42.3419,-71.048416,14.426542999999999,0,POINT (-71.048416 42.3419),54201,Industrial
7492,Boston,42.311347999999995,-71.064178,20.135178,0,POINT (-71.064178 42.311348),55664,Residential
16662,Boston,42.285812,-71.103493,26.079086,1,POINT (-71.103493 42.285812),54646,Miscellaneous
5296,Boston,42.269890000000004,-71.117195,23.451647,0,POINT (-71.117195 42.26989),54331,Residential
17294,Boston,42.295563,-71.172173,29.25169600000001,1,POINT (-71.172173 42.295563),54443,Miscellaneous
5759,Boston,42.293938,-71.120949,24.487095,0,POINT (-71.120949 42.293938),54265,Residential
11307,Boston,42.302063000000004,-71.11700400000002,25.30909500000001,1,POINT (-71.11700400000002 42.302063),55842,Open Space
8142,Boston,42.379272,-71.054985,23.599992999999998,0,POINT (-71.054985 42.379272),54851,Residential
1589,Boston,42.315575,-71.067368,26.835666999999997,1,POINT (-71.067368 42.315575),55662,Residential
15364,Boston,42.347424,-71.039978,12.786852,0,POINT (-71.039978 42.347424),55417,Industrial
6637,Boston,42.270538,-71.131828,20.265869,0,POINT (-71.131828 42.270538),54363,Residential
13805,Boston,42.370174,-71.064743,26.25530800000001,1,POINT (-71.06474300000001 42.370174),54818,Industrial
7730,Boston,42.33345,-71.046539,23.968737,0,POINT (-71.046539 42.33345),54595,Residential
5049,Boston,42.259811,-71.128265,21.678079999999998,0,POINT (-71.128265 42.259811),54356,Residential
16439,Boston,42.274761,-71.074974,26.999243,1,POINT (-71.074974 42.274761),55659,Miscellaneous
8831,Boston,42.28484,-71.14008299999998,20.407511,0,POINT (-71.14008299999998 42.28484),54250,Residential
10193,Boston,42.301865,-71.101357,35.71379500000001,1,POINT (-71.10135699999999 42.301865),54676,Open Space
2898,Boston,42.289387,-71.13520799999998,28.927623999999998,1,POINT (-71.13520799999998 42.289387),54265,Residential
1501,Boston,42.263714,-71.150406,25.092291,1,POINT (-71.150406 42.263714),54438,Residential
7387,Boston,42.247463,-71.124512,23.530165,0,POINT (-71.124512 42.247463),54430,Residential
15607,Boston,42.345473999999996,-71.056862,19.486342999999998,0,POINT (-71.056862 42.345474),55422,Industrial
3408,Boston,42.277435,-71.060295,25.917112,1,POINT (-71.060295 42.277435),55729,Residential
12318,Boston,42.357174,-71.064743,24.06691,0,POINT (-71.06474300000001 42.357174),55212,Open Space
16538,Boston,42.393574,-71.009575,35.648891,1,POINT (-71.009575 42.393574),55455,Mixed Use
2294,Boston,42.343525,-71.072624,32.258331,1,POINT (-71.072624 42.343525),54889,Residential
8156,Boston,42.314274,-71.091766,24.177925,0,POINT (-71.09176600000001 42.314274),54749,Residential
14261,Boston,42.325325,-71.069618,15.880999,0,POINT (-71.06961800000001 42.325325),54519,Industrial
10368,Boston,42.301414,-71.11438000000003,30.245468,1,POINT (-71.11438000000003 42.301414),55842,Open Space
2622,Boston,42.296539,-71.113815,32.654671,1,POINT (-71.113815 42.296539),54242,Residential
2492,Boston,42.343845,-71.164757,26.860264,1,POINT (-71.16475699999999 42.343845),55377,Residential
15342,Boston,42.348076,-71.04898100000003,13.575173999999999,0,POINT (-71.04898100000003 42.348076),54201,Industrial
9640,Boston,42.360424,-71.126663,23.751869,0,POINT (-71.12666299999999 42.360424),55315,Residential
17330,Boston,42.361401,-71.066811,26.472328000000005,1,POINT (-71.066811 42.361401),54840,Mixed Use
3732,Boston,42.315575,-71.071877,27.538383000000003,1,POINT (-71.071877 42.315575),55517,Residential
11221,Boston,42.235764,-71.124512,26.466312,1,POINT (-71.124512 42.235764),54398,Open Space
15894,Boston,42.355225,-71.13829799999998,23.070093,0,POINT (-71.13829799999998 42.355225),55323,Industrial
9941,Boston,42.266964,-71.128265,22.390978,0,POINT (-71.128265 42.266964),54363,Residential
8442,Boston,42.292637,-71.163353,22.877228,0,POINT (-71.163353 42.292637),54446,Residential
6264,Boston,42.261765000000004,-71.111374,21.275394,0,POINT (-71.111374 42.261765),54344,Residential
1887,Boston,42.269238,-71.13108100000002,27.608159999999998,1,POINT (-71.13108100000002 42.269238),54363,Residential
4742,Boston,42.318172,-71.077126,24.931313,1,POINT (-71.07712600000001 42.318172),55523,Residential
18270,Boston,42.352623,-71.142426,24.210247,0,POINT (-71.142426 42.352623),55380,Miscellaneous
19799,Boston,42.337672999999995,-71.106773,23.404460999999998,0,POINT (-71.106773 42.337673),55218,Comm/Instit
15620,Boston,42.38155,-71.079193,11.478107000000001,0,POINT (-71.079193 42.38155),54825,Industrial
12209,Boston,42.297375,-71.071877,21.997131,0,POINT (-71.071877 42.297375),55563,Open Space
7086,Boston,42.342873,-71.098518,22.597317,0,POINT (-71.098518 42.342873),55181,Residential
6922,Boston,42.336372,-71.100021,24.213179,0,POINT (-71.100021 42.336372),55228,Residential
11709,Boston,42.313625,-71.049355,30.260536,1,POINT (-71.04935500000001 42.313625),55749,Open Space
4523,Boston,42.325001,-71.101334,30.436033000000002,1,POINT (-71.10133399999999 42.325001),55781,Residential
1083,Boston,42.303551,-71.08444200000002,28.012318,1,POINT (-71.08444200000002 42.303551),54675,Residential
322,Boston,42.320774,-71.10302,28.912659,1,POINT (-71.10302 42.320774),55776,Residential
13589,Boston,42.382851,-71.037163,24.927534,1,POINT (-71.03716300000001 42.382851),55503,Industrial
15594,Boston,42.3419,-71.058929,19.310724,0,POINT (-71.05892900000001 42.3419),55419,Industrial
18055,Boston,42.346123,-71.099648,22.696023999999998,0,POINT (-71.099648 42.346123),55172,Mixed Use
4554,Boston,42.318501,-71.052925,31.830126,1,POINT (-71.052925 42.318501),55672,Residential
13653,Boston,42.333775,-71.095139,27.246058,1,POINT (-71.095139 42.333775),55060,Industrial
8563,Boston,42.334099,-71.07769,19.985579,0,POINT (-71.07769 42.334099),54517,Residential
3755,Boston,42.352623,-71.16194200000002,25.695385,1,POINT (-71.16194200000002 42.352623),55328,Residential
10288,Boston,42.289715,-71.103493,27.969709,1,POINT (-71.103493 42.289715),54668,Open Space
9359,Boston,42.342804,-71.167236,24.491217000000002,0,POINT (-71.167236 42.342804),55377,Residential
15500,Boston,42.3848,-71.021774,14.987031,0,POINT (-71.02177399999999 42.3848),55434,Industrial
17994,Boston,42.343849,-71.064178,17.711901,0,POINT (-71.064178 42.343849),54884,Miscellaneous
6205,Boston,42.359446999999996,-71.13623,21.798391,0,POINT (-71.13623 42.359447),55318,Residential
16307,Boston,42.299,-71.057426,22.771484,0,POINT (-71.05742600000001 42.299),55699,Industrial
13187,Boston,42.315552000000004,-71.11766800000002,22.844314999999998,0,POINT (-71.11766800000002 42.315552),55766,Open Space
437,Boston,42.261435999999996,-71.112686,26.564211,1,POINT (-71.112686 42.261436),54344,Residential
15986,Boston,42.347424,-71.048233,12.476154,0,POINT (-71.048233 42.347424),54201,Industrial
15026,Boston,42.356196999999995,-71.170006,18.521587,0,POINT (-71.170006 42.356197),55399,Industrial
2357,Boston,42.282562,-71.17067,25.444399,1,POINT (-71.17067 42.282562),54446,Residential
5679,Boston,42.302898,-71.06118000000002,16.289103,0,POINT (-71.06118000000002 42.302898),55654,Residential
18459,Boston,42.363997999999995,-71.11859100000002,21.405663,0,POINT (-71.11859100000002 42.363998),55342,Mixed Use
14297,Boston,42.342548,-71.060051,16.004412,0,POINT (-71.060051 42.342548),55422,Industrial
2311,Boston,42.297375,-71.068123,28.421255,1,POINT (-71.068123 42.297375),55567,Residential
11829,Boston,42.322722999999996,-71.04898100000003,24.041725,0,POINT (-71.04898100000003 42.322723),54437,Open Space
18435,Boston,42.340424,-71.165977,23.564856,0,POINT (-71.165977 42.340424),55372,Miscellaneous
830,Boston,42.264687,-71.099182,27.469054999999997,1,POINT (-71.099182 42.264687),54664,Residential
7748,Boston,42.282562,-71.15641,20.926064,0,POINT (-71.15640999999999 42.282562),54448,Residential
6968,Boston,42.291191,-71.07356300000002,23.698273,0,POINT (-71.07356300000002 42.291191),55564,Residential
3091,Boston,42.349373,-71.16757199999998,31.974319,1,POINT (-71.16757199999998 42.349373),55297,Residential
15675,Boston,42.355225,-71.142799,8.8141766,0,POINT (-71.142799 42.355225),55323,Industrial
19301,Boston,42.296721999999995,-71.049355,23.283958,0,POINT (-71.04935500000001 42.296722),55737,Business
18482,Boston,42.364323,-71.02459,13.159026,0,POINT (-71.02459 42.364323),55435,Miscellaneous
15294,Boston,42.343201,-71.036407,21.095531,0,POINT (-71.036407 42.343201),54434,Industrial
16432,Boston,42.33345,-71.08144399999998,31.902855,1,POINT (-71.08144399999998 42.33345),54528,Mixed Use
574,Boston,42.290688,-71.164856,27.007496000000003,1,POINT (-71.164856 42.290688),54446,Residential
5817,Boston,42.32695,-71.09607700000002,16.967682,0,POINT (-71.09607700000002 42.32695),54740,Residential
12761,Boston,42.255913,-71.142899,23.2479,0,POINT (-71.142899 42.255913),54440,Open Space
7719,Boston,42.28159,-71.095802,22.212173,0,POINT (-71.09580200000001 42.28159),54645,Residential
9330,Boston,42.348076,-71.10414899999998,23.80048,0,POINT (-71.10414899999998 42.348076),55188,Residential
19492,Boston,42.363673999999996,-71.13829799999998,20.603271,0,POINT (-71.13829799999998 42.363674),55353,Business
14808,Boston,42.341248,-71.04504399999998,13.278732000000002,0,POINT (-71.04504399999998 42.341248),54195,Industrial
6541,Boston,42.293083,-71.080353,20.630556,0,POINT (-71.080353 42.293083),54675,Residential
12035,Boston,42.319148999999996,-71.0867,21.836385999999997,0,POINT (-71.08669999999999 42.319149),55554,Open Space
12926,Boston,42.279312,-71.113625,20.955889000000006,0,POINT (-71.113625 42.279312),54293,Open Space
14992,Boston,42.334099,-71.056297,18.070988,0,POINT (-71.056297 42.334099),55405,Industrial
18444,Boston,42.373425,-71.054611,19.652719,0,POINT (-71.05461099999999 42.373425),54855,Mixed Use
5596,Boston,42.3172,-71.078064,21.967405,0,POINT (-71.078064 42.3172),55527,Residential
13123,Boston,42.3601,-71.153122,24.636417,0,POINT (-71.153122 42.3601),55391,Open Space
18456,Boston,42.362373,-71.124786,17.454086,0,POINT (-71.124786 42.362373),55342,Mixed Use
1368,Boston,42.30901,-71.11412,34.255508,1,POINT (-71.11412 42.30901),55811,Residential
2845,Boston,42.30875,-71.079941,28.769405,1,POINT (-71.07994100000001 42.30875),55523,Residential
12590,Boston,42.302063000000004,-71.113251,24.814423,0,POINT (-71.11325100000001 42.302063),55807,Open Space
17960,Boston,42.370823,-71.027588,24.727320000000002,0,POINT (-71.02758799999999 42.370823),55435,Miscellaneous
17371,Boston,42.386749,-71.00488299999998,27.909086,1,POINT (-71.00488299999998 42.386749),55432,Mixed Use
9776,Boston,42.300762,-71.160538,23.815168,0,POINT (-71.160538 42.300762),54461,Residential
9351,Boston,42.280289,-71.126572,24.802013,0,POINT (-71.126572 42.280289),54308,Residential
9469,Boston,42.26664,-71.104057,24.622457999999998,0,POINT (-71.104057 42.26664),54344,Residential
19606,Boston,42.345797999999995,-71.090073,39.651123,1,POINT (-71.090073 42.345798),55159,Comm/Instit
18394,Boston,42.333775,-71.066994,22.477238,0,POINT (-71.06699399999999 42.333775),55512,Mixed Use
3118,Boston,42.351321999999996,-71.14805600000003,27.999359000000002,1,POINT (-71.14805600000003 42.351322),55379,Residential
3779,Boston,42.299973,-71.080505,29.145084000000004,1,POINT (-71.080505 42.299973),54675,Residential
2065,Boston,42.287113,-71.131264,29.495848,1,POINT (-71.131264 42.287113),54265,Residential
9531,Boston,42.335724,-71.040352,19.081125,0,POINT (-71.040352 42.335724),54631,Residential
18093,Boston,42.3536,-71.047668,23.982264,0,POINT (-71.047668 42.3536),55140,Mixed Use
4769,Boston,42.273464000000004,-71.12338299999998,27.427324,1,POINT (-71.12338299999998 42.273464),54308,Residential
14371,Boston,42.3731,-71.068687,15.616783999999999,0,POINT (-71.068687 42.3731),54818,Industrial
18486,Boston,42.385773,-71.00057199999998,24.715742000000002,0,POINT (-71.00057199999998 42.385773),55432,Mixed Use
10562,Boston,42.264038,-71.141212,25.316511,1,POINT (-71.141212 42.264038),54355,Open Space
6405,Boston,42.350674,-71.150681,24.029276,0,POINT (-71.15068100000001 42.350674),55379,Residential
13068,Boston,42.295746,-71.04541,13.401727,0,POINT (-71.04541 42.295746),54222,Open Space
5237,Boston,42.31395,-71.108459,22.309498,0,POINT (-71.108459 42.31395),55775,Residential
15000,Boston,42.381873999999996,-71.076004,15.474194,0,POINT (-71.076004 42.381874),54825,Industrial
1,Boston,42.288596999999996,-71.06568100000001,26.525396,1,POINT (-71.06568100000001 42.288597),55642,Residential
6897,Boston,42.34515,-71.136612,23.700489,0,POINT (-71.136612 42.34515),55246,Residential
10242,Boston,42.344498,-71.09458199999997,26.706009,1,POINT (-71.09458199999997 42.344498),55182,Open Space
8468,Boston,42.35165,-71.090073,17.487829,0,POINT (-71.090073 42.35165),55200,Residential
19756,Boston,42.367901,-71.123848,25.953428,1,POINT (-71.123848 42.367901),55392,Comm/Instit
1045,Boston,42.273464000000004,-71.076477,27.435951,1,POINT (-71.076477 42.273464),55568,Residential
13188,Boston,42.3302,-71.047668,23.912973,0,POINT (-71.047668 42.3302),54437,Open Space
6334,Boston,42.321098,-71.056679,20.493938,0,POINT (-71.056679 42.321098),54684,Residential
